id,name,height,weight,base_experience,type1,type2,image_url,image_url_shiny
275,shiftry,13,596,216,dark,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/275.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/275.png
276,taillow,3,23,54,flying,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/276.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/276.png
277,swellow,7,198,159,flying,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/277.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/277.png
278,wingull,6,95,54,flying,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/278.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/278.png
279,pelipper,12,280,154,flying,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/279.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/279.png
280,ralts,4,66,40,fairy,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/280.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/280.png
281,kirlia,8,202,97,fairy,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/281.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/281.png
282,gardevoir,16,484,233,fairy,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/282.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/282.png
283,surskit,5,17,54,water,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/283.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/283.png
284,masquerain,8,36,159,flying,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/284.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/284.png
285,shroomish,4,45,59,grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/285.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/285.png
286,breloom,12,392,161,fighting,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/286.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/286.png
287,slakoth,8,240,56,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/287.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/287.png
288,vigoroth,14,465,154,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/288.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/288.png
289,slaking,20,1305,252,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/289.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/289.png
290,nincada,5,55,53,ground,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/290.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/290.png
291,ninjask,8,120,160,flying,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/291.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/291.png
292,shedinja,8,12,83,ghost,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/292.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/292.png
293,whismur,6,163,48,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/293.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/293.png
294,loudred,10,405,126,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/294.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/294.png
295,exploud,15,840,221,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/295.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/295.png
296,makuhita,10,864,47,fighting,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/296.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/296.png
297,hariyama,23,2538,166,fighting,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/297.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/297.png
298,azurill,2,20,38,fairy,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/298.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/298.png
299,nosepass,10,970,75,rock,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/299.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/299.png
300,skitty,6,110,52,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/300.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/300.png
301,delcatty,11,326,140,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/301.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/301.png
302,sableye,5,110,133,ghost,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/302.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/302.png
303,mawile,6,115,133,fairy,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/303.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/303.png
304,aron,4,600,66,rock,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/304.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/304.png
305,lairon,9,1200,151,rock,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/305.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/305.png
306,aggron,21,3600,239,rock,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/306.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/306.png
307,meditite,6,112,56,psychic,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/307.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/307.png
308,medicham,13,315,144,psychic,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/308.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/308.png
309,electrike,6,152,59,electric,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/309.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/309.png
310,manectric,15,402,166,electric,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/310.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/310.png
311,plusle,4,42,142,electric,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/311.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/311.png
312,minun,4,42,142,electric,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/312.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/312.png
313,volbeat,7,177,151,bug,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/313.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/313.png
314,illumise,6,177,151,bug,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/314.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/314.png
315,roselia,3,20,140,poison,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/315.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/315.png
316,gulpin,4,103,60,poison,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/316.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/316.png
317,swalot,17,800,163,poison,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/317.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/317.png
318,carvanha,8,208,61,dark,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/318.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/318.png
319,sharpedo,18,888,161,dark,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/319.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/319.png
320,wailmer,20,1300,80,water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/320.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/320.png
321,wailord,145,3980,175,water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/321.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/321.png
322,numel,7,240,61,ground,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/322.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/322.png
323,camerupt,19,2200,161,ground,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/323.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/323.png
324,torkoal,5,804,165,fire,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/324.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/324.png
325,spoink,7,306,66,psychic,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/325.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/325.png
326,grumpig,9,715,165,psychic,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/326.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/326.png
327,spinda,11,50,126,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/327.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/327.png
328,trapinch,7,150,58,ground,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/328.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/328.png
329,vibrava,11,153,119,dragon,ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/329.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/329.png
330,flygon,20,820,234,dragon,ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/330.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/330.png
331,cacnea,4,513,67,grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/331.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/331.png
332,cacturne,13,774,166,dark,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/332.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/332.png
333,swablu,4,12,62,flying,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/333.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/333.png
334,altaria,11,206,172,flying,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/334.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/334.png
335,zangoose,13,403,160,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/335.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/335.png
336,seviper,27,525,160,poison,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/336.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/336.png
337,lunatone,10,1680,161,psychic,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/337.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/337.png
338,solrock,12,1540,161,psychic,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/338.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/338.png
339,barboach,4,19,58,ground,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/339.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/339.png
340,whiscash,9,236,164,ground,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/340.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/340.png
341,corphish,6,115,62,water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/341.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/341.png
342,crawdaunt,11,328,164,dark,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/342.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/342.png
343,baltoy,5,215,60,psychic,ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/343.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/343.png
344,claydol,15,1080,175,psychic,ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/344.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/344.png
345,lileep,10,238,71,grass,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/345.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/345.png
346,cradily,15,604,173,grass,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/346.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/346.png
347,anorith,7,125,71,bug,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/347.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/347.png
348,armaldo,15,682,173,bug,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/348.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/348.png
349,feebas,6,74,40,water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/349.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/349.png
350,milotic,62,1620,189,water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/350.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/350.png
351,castform,3,8,147,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/351.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/351.png
352,kecleon,10,220,154,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/352.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/352.png
353,shuppet,6,23,59,ghost,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/353.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/353.png
354,banette,11,125,159,ghost,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/354.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/354.png
355,duskull,8,150,59,ghost,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/355.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/355.png
356,dusclops,16,306,159,ghost,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/356.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/356.png
357,tropius,20,1000,161,flying,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/357.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/357.png
358,chimecho,6,10,159,psychic,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/358.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/358.png
359,absol,12,470,163,dark,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/359.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/359.png
360,wynaut,6,140,52,psychic,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/360.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/360.png
361,snorunt,7,168,60,ice,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/361.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/361.png
362,glalie,15,2565,168,ice,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/362.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/362.png
363,spheal,8,395,58,water,ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/363.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/363.png
364,sealeo,11,876,144,water,ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/364.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/364.png
365,walrein,14,1506,239,water,ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/365.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/365.png
366,clamperl,4,525,69,water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/366.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/366.png
367,huntail,17,270,170,water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/367.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/367.png
368,gorebyss,18,226,170,water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/368.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/368.png
369,relicanth,10,234,170,rock,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/369.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/369.png
370,luvdisc,6,87,116,water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/370.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/370.png
371,bagon,6,421,60,dragon,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/371.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/371.png
372,shelgon,11,1105,147,dragon,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/372.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/372.png
373,salamence,15,1026,270,flying,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/373.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/373.png
374,beldum,6,952,60,psychic,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/374.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/374.png
375,metang,12,2025,147,psychic,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/375.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/375.png
376,metagross,16,5500,270,psychic,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/376.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/376.png
377,regirock,17,2300,261,rock,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/377.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/377.png
378,regice,18,1750,261,ice,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/378.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/378.png
379,registeel,19,2050,261,steel,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/379.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/379.png
380,latias,14,400,270,psychic,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/380.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/380.png
381,latios,20,600,270,psychic,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/381.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/381.png
382,kyogre,45,3520,302,water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/382.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/382.png
383,groudon,35,9500,302,ground,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/383.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/383.png
384,rayquaza,70,2065,306,flying,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/384.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/384.png
385,jirachi,3,11,270,psychic,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/385.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/385.png
386,deoxys-normal,17,608,270,psychic,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/386.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/386.png
387,turtwig,4,102,64,grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/387.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/387.png
388,grotle,11,970,142,grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/388.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/388.png
389,torterra,22,3100,236,ground,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/389.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/389.png
390,chimchar,5,62,62,fire,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/390.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/390.png
391,monferno,9,220,142,fighting,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/391.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/391.png
392,infernape,12,550,240,fighting,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/392.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/392.png
393,piplup,4,52,63,water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/393.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/393.png
394,prinplup,8,230,142,water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/394.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/394.png
395,empoleon,17,845,239,steel,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/395.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/395.png
396,starly,3,20,49,flying,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/396.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/396.png
397,staravia,6,155,119,flying,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/397.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/397.png
398,staraptor,12,249,218,flying,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/398.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/398.png
399,bidoof,5,200,50,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/399.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/399.png
400,bibarel,10,315,144,water,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/400.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/400.png
401,kricketot,3,22,39,bug,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/401.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/401.png
402,kricketune,10,255,134,bug,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/402.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/402.png
403,shinx,5,95,53,electric,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/403.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/403.png
404,luxio,9,305,127,electric,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/404.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/404.png
405,luxray,14,420,235,electric,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/405.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/405.png
406,budew,2,12,56,poison,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/406.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/406.png
407,roserade,9,145,232,poison,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/407.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/407.png
408,cranidos,9,315,70,rock,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/408.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/408.png
409,rampardos,16,1025,173,rock,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/409.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/409.png
410,shieldon,5,570,70,steel,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/410.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/410.png
411,bastiodon,13,1495,173,steel,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/411.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/411.png
